Contagem,Ano,Título,Gênero,País,Nacionalidade,Distribuidora,Origem_distribuidora,Público_exibição,Renda
2796,2016,Tô ryca!,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,1121570.0,14835057.9
2797,2016,Um alguém apaixonado,Ficção,"França, Japão",Estrangeira,Imovision,Distribuição Nacional,86.0,1570.89
2798,2016,Um Amor a Cada Esquina,Ficção,"Alemanha, Estados Unidos",Estrangeira,Alphaville Filmes,Distribuição Nacional,194.0,1720.0
2799,2016,Um Amor à Altura,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,6098.0,92812.94
2800,2016,Um Belo Verão,Ficção,"Bélgica, França",Estrangeira,Pandora Filmes,Distribuição Nacional,5286.0,63183.86
2801,2016,Um Brinde à Vida,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,6738.0,113043.71
2802,2016,Um Dia Difícil,Ficção,Coréia do Sul,Estrangeira,Fênix Filmes,Distribuição Nacional,1846.0,17331.77
2803,2016,Um Dia Perfeito,Ficção,Espanha,Estrangeira,Esfera Produções,Distribuição Nacional,6888.0,104866.77
2804,2016,Um Doce Refúgio,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,2323.0,31118.79
2805,2016,Um Episódio na Vida de um Catador de Ferro-velho,Ficção,"Bósnia-Herzegóvina, Eslovênia, França, Itália",Estrangeira,Zeta Filmes,Distribuição Nacional,4.0,58.0
2806,2016,Um Espião e Meio,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,391146.0,5096081.11
2807,2016,Um Estado de Liberdade,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,12005.0,228241.55
2808,2016,Um Homem Entre Gigantes,Ficção,"Austrália, Estados Unidos, Reino Unido",Estrangeira,Sony,Distribuição Internacional,67328.0,1248854.97
2809,2016,Um Homem Só,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,4184.0,59021.39
2810,2016,Um namorado para minha mulher,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,665999.0,9028755.59
2811,2016,Um Pombo Pousou num Galho Refletindo Sobre a Existência,Ficção,"Alemanha, França, Noruega, Suécia",Estrangeira,Alphaville Filmes,Distribuição Nacional,594.0,5159.0
2812,2016,Um Suburbano Sortudo,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,1070434.0,14245429.85
2813,2016,Uma dama em Paris,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,811.0,6891.0
2814,2016,Uma Família em Tóquio,Ficção,Japão,Estrangeira,Esfera Produções,Distribuição Nacional,19.0,264.0
2815,2016,Uma História de Loucura,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,4341.0,68506.01
2816,2016,Uma Loucura de Mulher,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,103351.0,1354911.48
2817,2016,Uma Noite em Sampa,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,3228.0,49131.22
2818,2016,Uma Nova Amiga,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,111.0,1542.0
2819,2016,Vai que dá certo 2,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,729977.0,9546473.09
2820,2016,Valente,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,3344.0,28742.0
2821,2016,Vampiro 40º,Ficção,Brasil,Brasileira,LC Barreto Filmes,Distribuição Nacional,204.0,2919.5
2822,2016,Velozes e Furiosos 7,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,22.0,153.65
2823,2016,Vermelho Russo,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,219.0,2682.44
2824,2016,Vicky Cristina Barcelona,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,468.0,6653.6
2825,2016,Victor Frankenstein,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,477.0,4376.13
2826,2016,Victoria,Ficção,Alemanha,Estrangeira,Imovision,Distribuição Nacional,1274.0,11082.1
2827,2016,Vida Selvagem,Ficção,"Bélgica, França",Estrangeira,Imovision,Distribuição Nacional,2472.0,40294.74
2828,2016,Vidas Partidas,Ficção,Brasil,Brasileira,Europa,Distribuição Nacional,5857.0,79485.81
2829,2016,Virei um gato,Ficção,"China, França",Estrangeira,Diamond Films,Distribuição Nacional,36555.0,458669.83
2830,2016,Visita ou Memórias e Confissões,Documentário,Portugal,Estrangeira,Filmes da Mostra,Distribuição Nacional,1342.0,15428.5
2831,2016,Visões do Passado,Ficção,Austrália,Estrangeira,Playarte,Distribuição Nacional,37326.0,553206.8
2832,2016,Viva,Ficção,"Cuba, Irlanda",Estrangeira,Elite Filmes,Distribuição Nacional,4015.0,56632.6
2833,2016,Viva a França!,Ficção,França,Estrangeira,Fênix Filmes,Distribuição Nacional,5963.0,82829.12
2834,2016,Viva a Liberdade,Ficção,Itália,Estrangeira,Alphaville Filmes,Distribuição Nacional,63.0,158.0
2835,2016,Vizinhos 2,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,240232.0,3130759.15
2836,2016,Viúvas,Ficção,Argentina,Estrangeira,Imovision,Distribuição Nacional,92.0,582.0
2837,2016,Voando Alto,Ficção,"Alemanha, Estados Unidos, Reino Unido",Estrangeira,Fox,Distribuição Internacional,24590.0,381842.0
2838,2016,Volta à Terra,Documentário,Portugal,Estrangeira,Fênix Filmes,Distribuição Nacional,7.0,84.0
2839,2016,Waiting for B.,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,169.0,1954.3
2840,2016,Wall-E,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,741.0,6787.0
2841,2016,Warcraft: O Primeiro Encontro de Dois Mundos,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1386959.0,20913995.84
2842,2016,Whiplash - Em busca da perfeição,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,47.0,297.0
2843,2016,White God,Ficção,"Alemanha, Hungria, Suécia",Estrangeira,Imovision,Distribuição Nacional,2914.0,33326.33
2844,2016,Xico stockinger,Documentário,Brasil,Brasileira,Lança Filmes,Distribuição Nacional,5.0,30.0
2845,2016,Xingu Cariri Caruaru Carioca,Documentário,Brasil,Brasileira,4 Ventos Comunicação,Distribuição Nacional,312.0,2600.0
2846,2016,X-Men - Apocalipse,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,4373939.0,65800197.0
2847,2016,Yorimatã,Documentário,Brasil,Brasileira,Dilúvio Filmes,Distribuição Nacional,1875.0,15140.15
2848,2016,Zarafa,Animação,França,Estrangeira,Imovision,Distribuição Nacional,7.0,135.99
2849,2016,Zoolander 2,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,34715.0,451396.0
2850,2016,Zoom,Ficção,"Canadá, Brasil",Brasileira,Downtown/Paris,Distribuição Nacional,14139.0,205326.89
2851,2016,Zootopia: Essa Cidade é o Bicho,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,2824226.0,38578458.0
2852,2016,"Zé de Julião, Muito Além do Cangaço",Documentário,Brasil,Brasileira,Luz XXI,Distribuição Nacional,196.0,2905.88
2853,2016,À Beira Mar,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,188.0,2360.5
2854,2016,Águas Rasas,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,393105.0,5148335.44
2855,2016,É apenas o fim do mundo,Ficção,"Canadá, França",Estrangeira,Califórnia,Distribuição Nacional,7851.0,112676.25
2856,2016,É fada!,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,1722029.0,21240520.24
2857,2016,É o Amor,Ficção,França,Estrangeira,Supo Mungam Films,Distribuição Nacional,829.0,11905.51
2858,2016,Órfãos do Eldorado,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,180.0,2354.76
2859,2016,Últimos dias no deserto,Ficção,Estados Unidos,Estrangeira,Alphaville Filmes,Distribuição Nacional,7577.0,117607.71
2860,2015,#Garotas,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,969.0,13780.08
2861,2015,007 Contra Spectre,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Sony,Distribuição Internacional,2099237.0,31054798.18
2862,2015,118 Dias,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,6766.0,99799.54
2863,2015,12 Anos de Escravidão,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,28.0,145.0
2864,2015,14 Estações de Maria,Ficção,Alemanha,Estrangeira,Europa,Distribuição Nacional,4090.0,54011.24
2865,2015,18 comidas,Ficção,Espanha,Estrangeira,Esfera Produções,Distribuição Nacional,1384.0,11895.0
2866,2015,3 Corações,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,23779.0,335431.33
2867,2015,45 Anos,Ficção,Reino Unido,Estrangeira,Imovision,Distribuição Nacional,33970.0,497265.28
2868,2015,5x Chico - O Velho e Sua Gente,Documentário,Brasil,Brasileira,ArtHouse,Distribuição Nacional,1141.0,11587.67
2869,2015,7 Dias em Havana,Ficção,"Espanha, França",Estrangeira,Imovision,Distribuição Nacional,1630.0,17768.0
2870,2015,A Acusada,Ficção,"Holanda, Suécia",Estrangeira,Europa,Distribuição Nacional,5145.0,69538.55
2871,2015,A Arte de Amar,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,121.0,968.0
2872,2015,A Audiência,Videomusical,Inglaterra,Estrangeira,UCI,Distribuição Nacional,236.0,6989.0
2873,2015,A Bela e a Fera,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,44.0,310.05
2874,2015,A Bela e a Fera 3D,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,5393.0,43606.0
2875,2015,A bela que dorme,Ficção,"França, Itália",Estrangeira,Califórnia,Distribuição Nacional,105.0,768.0
2876,2015,A casa de Cecília,Ficção,Brasil,Brasileira,Clarissa Appelt Baptista San Roman,Distribuição Nacional,111.0,1368.55
2877,2015,A Casa dos Mortos,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Paris,Distribuição Nacional,302468.0,3687362.93
2878,2015,A Colina Escarlate,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,265082.0,3798869.66
2879,2015,A criada,Ficção,Chile,Estrangeira,Esfera Produções,Distribuição Nacional,437.0,2978.0
2880,2015,A criança da meia-noite,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,70.0,468.0
2881,2015,A Culpa é das Estrelas,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,88.0,429.0
2882,2015,A Dama de Ferro,Ficção,Reino Unido,Estrangeira,Paris,Distribuição Nacional,80.0,876.0
2883,2015,A dama dourada,Ficção,"Estados Unidos, Inglaterra",Estrangeira,Diamond Films,Distribuição Nacional,87490.0,1521172.07
2884,2015,A Dançarina e o Ladrão,Ficção,Espanha,Estrangeira,Paris,Distribuição Nacional,1372.0,13834.0
2885,2015,A Doce Vida,Ficção,"França, Itália",Estrangeira,F. J. Cines,Distribuição Nacional,3939.0,50147.71
2886,2015,A entidade 2,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,569119.0,7257262.11
2887,2015,A Entrevista,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,116670.0,1450405.66
2888,2015,A Era do Gelo 4,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,756.0,4514.0
2889,2015,A escolha perfeita 2,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,123023.0,1458250.2
2890,2015,A esperança é a última que morre,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,107590.0,1427955.29
2891,2015,A Espiã que Sabia de Menos,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,415127.0,5190276.0
2892,2015,A espuma dos dias,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,41.0,682.0
2893,2015,A Estrada 47,Ficção,"Brasil, Portugal, Itália",Brasileira,Europa,Distribuição Nacional,34358.0,439151.77
2894,2015,A família,Ficção,"Estados Unidos, França",Estrangeira,Paris,Distribuição Nacional,386.0,3293.0
2895,2015,A Família Bélier,Ficção,França,Estrangeira,Paris,Distribuição Nacional,73579.0,1045954.88
2896,2015,A festa de despedida,Ficção,"Alemanha, Israel",Estrangeira,Imovision,Distribuição Nacional,7633.0,112957.63
2897,2015,A Floresta de Jonathas,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,54.0,305.0
2898,2015,A Floresta que se Move,Ficção,"Brasil, Uruguai",Brasileira,Vinny Filmes,Distribuição Nacional,8581.0,110064.97
2899,2015,A Fonte das Mulheres,Ficção,"Bélgica, França, Itália",Estrangeira,Paris,Distribuição Nacional,418.0,3533.0
2900,2015,A Força,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,286661.0,2562921.0
2901,2015,A Força do Destino,Ficção,Estados Unidos,Estrangeira,Cinemark Brasil,Distribuição Nacional,733.0,6758.5
2902,2015,A Gaiola Dourada,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,255.0,2258.0
2903,2015,A Gangue,Ficção,Ucrânia,Estrangeira,Filmes da Mostra,Distribuição Nacional,1329.0,19773.59
2904,2015,A Grande Beleza,Ficção,Itália,Estrangeira,Alphaville Filmes,Distribuição Nacional,604.0,6774.0
2905,2015,A História da Eternidade,Ficção,Brasil,Brasileira,ArtHouse,Distribuição Nacional,13061.0,114221.88
2906,2015,A hora e a vez de Augusto Matraga,Ficção,Brasil,Brasileira,Nossa Distribuidora,Distribuição Nacional,2499.0,34440.19
2907,2015,A Ilha do Milharal,Ficção,"Alemanha, Cazaquistão, França, Geórgia, Hungria, República Tcheca",Estrangeira,Zeta Filmes,Distribuição Nacional,2604.0,33344.12
2908,2015,A ilha do terrível Rapaterra,Ficção,Brasil,Brasileira,Raiz Distribuidora,Distribuição Nacional,133.0,399.0
2909,2015,A Imagem que Falta,Documentário,Camboja,Estrangeira,H2O Films,Distribuição Nacional,429.0,3078.0
2910,2015,A Incrível História de Adaline,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,185706.0,2834560.7
2911,2015,A Lei da Água,Documentário,Brasil,Brasileira,O2 Play,Distribuição Nacional,1645.0,35167.27
2912,2015,A Lenda de Oz,Animação,"Estados Unidos, Índia",Estrangeira,Paris,Distribuição Nacional,2689.0,19676.13
2913,2015,A Lição,Ficção,Bulgária,Estrangeira,Pandora Filmes,Distribuição Nacional,8786.0,115704.99
2914,2015,A Mansão Mágica,Animação,"Bélgica, França, Reino Unido",Estrangeira,Imagem,Distribuição Nacional,887.0,6844.82
2915,2015,A marcha,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,332.0,5730.18
2916,2015,A Menina dos Campos de Arroz,Ficção,"China, França",Estrangeira,Esfera Produções,Distribuição Nacional,5577.0,69735.0
2917,2015,A Mulher de Preto 2 - Anjo da Morte,Ficção,Reino Unido,Estrangeira,Diamond Films,Distribuição Nacional,354679.0,4352690.01
2918,2015,A Música Nunca Parou,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,100.0,1008.0
2919,2015,A Nação que não Esperou por Deus,Documentário,"Brasil, Portugal",Brasileira,Vitrine Filmes,Distribuição Nacional,1472.0,12119.59
2920,2015,A Noite da Virada,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,28643.0,325770.94
2921,2015,A Noviça Rebelde,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,3951.0,34466.0
2922,2015,A Oeste do Fim do Mundo,Ficção,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,6.0,60.0
2923,2015,A pele de Vênus,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,31085.0,469119.49
2924,2015,A pequena morte,Ficção,Austrália,Estrangeira,Califórnia,Distribuição Nacional,1019.0,16519.61
2925,2015,A Possessão do Mal,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,97758.0,1296347.23
2926,2015,"A Primeira Missa ou Tristes Tropeços, Enganos e Urucum",Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,89.0,1253.0
2927,2015,A Princesa e o Sapo,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1952.0,15998.0
2928,2015,A religiosa,Ficção,"Alemanha, França, Bélgica",Estrangeira,Imovision,Distribuição Nacional,131.0,882.0
2929,2015,A segunda esposa,Ficção,Áustria,Estrangeira,Bretz Filmes,Distribuição Nacional,1295.0,12517.5
2930,2015,A Série Divergente - Insurgente,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,2819817.0,39037020.04
2931,2015,A Teoria de Tudo,Ficção,Reino Unido,Estrangeira,Universal,Distribuição Internacional,763660.0,11299634.51
2932,2015,A terra e a sombra,Ficção,"Brasil, Chile, Colômbia, França, Holanda",Estrangeira,Pandora Filmes,Distribuição Nacional,2113.0,30372.27
2933,2015,A Travessia,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,140063.0,2636755.44
2934,2015,A Viagem de Yoani,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,1001.0,17409.62
2935,2015,A Vida dos Peixes,Ficção,"Chile, França",Estrangeira,Esfera Produções,Distribuição Nacional,462.0,2767.0
2936,2015,A Vida Privada dos Hipopótamos,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1674.0,12534.3
2937,2015,A Visita,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,209271.0,2530523.7
2938,2015,A Visitante Francesa,Ficção,Coréia do Sul,Estrangeira,Pandora Filmes,Distribuição Nacional,612.0,4215.0
2939,2015,Acima das Nuvens,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,45665.0,626740.28
2940,2015,Aconteceu em Saint-Tropez,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,43.0,472.0
2941,2015,Adeus à Linguagem,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,27274.0,501539.89
2942,2015,Ai Weiwei: Sem Perdão,Documentário,Estados Unidos,Estrangeira,Bretz Filmes,Distribuição Nacional,348.0,5390.0
2943,2015,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,303.0,2942.0
2944,2015,Aliança do Crime,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,216914.0,3528222.0
2945,2015,Aliyah,Ficção,França,Estrangeira,Cine Santa Teresa,Distribuição Nacional,4396.0,55560.85
2946,2015,Alucinados,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,115.0,1383.85
2947,2015,Alvin e os Esquilos 3,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1751.0,12321.0
2948,2015,Alvin e os esquilos: Na estrada,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,2318296.0,26592790.0
2949,2015,"Amar, Beber e Cantar",Ficção,França,Estrangeira,Imovision,Distribuição Nacional,503.0,4198.0
2950,2015,Amazônia,Ficção,"Brasil, França",Brasileira,Imovision,Distribuição Nacional,650.0,8800.0
2951,2015,Amazônia Eterna,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,21.0,110.0
2952,2015,American Ultra: Armados e Alucinados,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,10877.0,136904.21
